name,mos,DT
glasses-case_gQP_3_tQP_3.ply,28.14483738,0
glasses-case_gsigma_0_tsigma_16.ply,78.22695922,1
glasses-case_gsigma_0_tsigma_32.ply,57.46174075,1
glasses-case_gsigma_0_tsigma_08.ply,89.99496763,1
glasses-case_gsigma_2_tsigma_16.ply,43.96125739,1
glasses-case_gsigma_2_tsigma_32.ply,32.33984357,1
glasses-case_gsigma_2_tsigma_08.ply,42.95205493,1
glasses-case_gsigma_4_tsigma_16.ply,21.53502251,1
glasses-case_gsigma_4_tsigma_32.ply,26.68705974,1
glasses-case_gsigma_4_tsigma_08.ply,22.29518507,1
glasses-case_level_7.ply,10.70325612,2
glasses-case_level_8.ply,19.03975259,2
glasses-case_level_9.ply,69.24813673,2
glasses-case_pqs_1_qs_16.ply,90.00909084,3
glasses-case_pqs_1_qs_32.ply,85.17535619,3
glasses-case_pqs_1_qs_48.ply,69.24420872,3
glasses-case_pqs_1_qs_64.ply,50.61958082,3
glasses-case_tsl_4_tqs_128.ply,73.24135477,4
glasses-case_tsl_4_tqs_256.ply,54.66142653,4
glasses-case_tsl_4_tqs_512.ply,28.10649938,4
glasses-case_tsl_4_tqs_064.ply,81.04599946,4
glasses-case_tsl_6_tqs_128.ply,54.89596744,4
glasses-case_tsl_6_tqs_256.ply,35.91425495,4
glasses-case_tsl_6_tqs_512.ply,23.88538209,4
glasses-case_tsl_6_tqs_064.ply,53.78676569,4
glasses-case_tsl_8_tqs_128.ply,77.89721037,4
glasses-case_tsl_8_tqs_256.ply,52.66644107,4
glasses-case_tsl_8_tqs_512.ply,33.49483616,4
glasses-case_tsl_8_tqs_064.ply,79.49317365,4
honeydew-melon_gQP_1_tQP_1.ply,85.52765533,0
honeydew-melon_gQP_1_tQP_2.ply,74.17353139,0
honeydew-melon_gQP_1_tQP_3.ply,58.12105658,0
honeydew-melon_gQP_2_tQP_1.ply,63.27436376,0
honeydew-melon_gQP_2_tQP_2.ply,62.44898754,0
honeydew-melon_gQP_2_tQP_3.ply,47.44246097,0
honeydew-melon_gQP_3_tQP_1.ply,46.08520633,0
honeydew-melon_gQP_3_tQP_2.ply,45.96369786,0
honeydew-melon_gQP_3_tQP_3.ply,39.60295452,0
honeydew-melon_gsigma_0_tsigma_16.ply,79.57471034,1
honeydew-melon_gsigma_0_tsigma_32.ply,46.84073251,1
honeydew-melon_gsigma_0_tsigma_08.ply,92.66246004,1
honeydew-melon_gsigma_2_tsigma_16.ply,54.85708373,1
honeydew-melon_gsigma_2_tsigma_32.ply,30.28857854,1
honeydew-melon_gsigma_2_tsigma_08.ply,65.39565957,1
honeydew-melon_gsigma_4_tsigma_16.ply,44.80889224,1
honeydew-melon_gsigma_4_tsigma_32.ply,31.01073402,1
honeydew-melon_gsigma_4_tsigma_08.ply,40.17866933,1
honeydew-melon_level_7.ply,5.739747099,2
honeydew-melon_level_8.ply,20.5582786,2
honeydew-melon_level_9.ply,87.62268458,2
honeydew-melon_pqs_1_qs_16.ply,88.33736389,3
honeydew-melon_pqs_1_qs_32.ply,78.17302378,3
honeydew-melon_pqs_1_qs_48.ply,62.13609637,3
honeydew-melon_pqs_1_qs_64.ply,30.17348313,3
honeydew-melon_tsl_4_tqs_128.ply,42.63010541,4
honeydew-melon_tsl_4_tqs_256.ply,25.91631271,4
honeydew-melon_tsl_4_tqs_512.ply,10.83065115,4
honeydew-melon_tsl_4_tqs_064.ply,49.65916531,4
honeydew-melon_tsl_6_tqs_128.ply,52.89687637,4
honeydew-melon_tsl_6_tqs_256.ply,35.59875651,4
honeydew-melon_tsl_6_tqs_512.ply,13.90621355,4
honeydew-melon_tsl_6_tqs_064.ply,54.8827352,4
honeydew-melon_tsl_8_tqs_128.ply,81.35073792,4
honeydew-melon_tsl_8_tqs_256.ply,41.71858667,4
honeydew-melon_tsl_8_tqs_512.ply,14.29429985,4
honeydew-melon_tsl_8_tqs_064.ply,88.0734534,4
house_gQP_1_tQP_1.ply,92.22795336,0
house_gQP_1_tQP_2.ply,70.65323091,0
house_gQP_1_tQP_3.ply,38.25820985,0
house_gQP_2_tQP_1.ply,74.45270788,0
house_gQP_2_tQP_2.ply,63.06019202,0
house_gQP_2_tQP_3.ply,40.79004677,0
house_gQP_3_tQP_1.ply,40.63937374,0
house_gQP_3_tQP_2.ply,37.12616089,0
house_gQP_3_tQP_3.ply,29.22124359,0
house_gsigma_0_tsigma_16.ply,69.80583942,1
house_gsigma_0_tsigma_32.ply,48.93321579,1
house_gsigma_0_tsigma_08.ply,90.17113564,1
house_gsigma_2_tsigma_16.ply,46.30083599,1
house_gsigma_2_tsigma_32.ply,34.86645876,1
house_gsigma_2_tsigma_08.ply,48.68141211,1
house_gsigma_4_tsigma_16.ply,29.89754144,1
house_gsigma_4_tsigma_32.ply,19.38454229,1
house_gsigma_4_tsigma_08.ply,35.68854777,1
house_level_7.ply,2.953877424,2
house_level_8.ply,15.94446242,2
house_level_9.ply,63.69121032,2
house_pqs_1_qs_16.ply,88.432011,3
house_pqs_1_qs_32.ply,77.69216307,3
house_pqs_1_qs_48.ply,68.06703004,3
house_pqs_1_qs_64.ply,50.59385382,3
house_tsl_4_tqs_128.ply,54.31101695,4
house_tsl_4_tqs_256.ply,37.90143461,4
house_tsl_4_tqs_512.ply,22.39643651,4
house_tsl_4_tqs_064.ply,65.09485808,4
house_tsl_6_tqs_128.ply,75.3571452,4
house_tsl_6_tqs_256.ply,42.98648413,4
house_tsl_6_tqs_512.ply,26.58473454,4
house_tsl_6_tqs_064.ply,84.77302695,4
house_tsl_8_tqs_128.ply,80.24781187,4
house_tsl_8_tqs_256.ply,52.60120652,4
house_tsl_8_tqs_512.ply,27.60330842,4
house_tsl_8_tqs_064.ply,86.7884343,4
litchi_gQP_1_tQP_1.ply,83.82459716,0
litchi_gQP_1_tQP_2.ply,73.7164483,0
litchi_gQP_1_tQP_3.ply,59.29219253,0
litchi_gQP_2_tQP_1.ply,62.08415891,0
litchi_gQP_2_tQP_2.ply,49.46809496,0
litchi_gQP_2_tQP_3.ply,40.8373808,0
litchi_gQP_3_tQP_1.ply,38.8157313,0
litchi_gQP_3_tQP_2.ply,41.62178436,0
litchi_gQP_3_tQP_3.ply,29.95124476,0
litchi_gsigma_0_tsigma_16.ply,78.99324726,1
litchi_gsigma_0_tsigma_32.ply,40.75832148,1
litchi_gsigma_0_tsigma_08.ply,92.5519659,1
litchi_gsigma_2_tsigma_16.ply,55.46141956,1
litchi_gsigma_2_tsigma_32.ply,39.75588339,1
litchi_gsigma_2_tsigma_08.ply,66.69196192,1
litchi_gsigma_4_tsigma_16.ply,43.39649489,1
litchi_gsigma_4_tsigma_32.ply,32.56601573,1
litchi_gsigma_4_tsigma_08.ply,39.07952026,1
litchi_level_7.ply,2.482748258,2
litchi_level_8.ply,23.51904767,2
litchi_level_9.ply,88.25654022,2
litchi_pqs_1_qs_16.ply,90.59614947,3
litchi_pqs_1_qs_32.ply,72.26469753,3
litchi_pqs_1_qs_48.ply,43.15755648,3
litchi_pqs_1_qs_64.ply,32.09673457,3
litchi_tsl_4_tqs_128.ply,33.92753037,4
litchi_tsl_4_tqs_256.ply,24.48177139,4
litchi_tsl_4_tqs_512.ply,14.16383462,4
litchi_tsl_4_tqs_064.ply,41.44995622,4
litchi_tsl_6_tqs_128.ply,66.52326242,4
litchi_tsl_6_tqs_256.ply,38.63096165,4
litchi_tsl_6_tqs_512.ply,21.54700544,4
litchi_tsl_6_tqs_064.ply,76.61593988,4
litchi_tsl_8_tqs_128.ply,72.29047685,4
litchi_tsl_8_tqs_256.ply,52.24182148,4
litchi_tsl_8_tqs_512.ply,25.86577269,4
litchi_tsl_8_tqs_064.ply,89.13485285,4
pen-container_gQP_1_tQP_1.ply,73.52634804,0
pen-container_gQP_1_tQP_2.ply,70.28884535,0
pen-container_gQP_1_tQP_3.ply,46.53720777,0
pen-container_gQP_2_tQP_1.ply,53.34469001,0
pen-container_gQP_2_tQP_2.ply,44.33274307,0
pen-container_gQP_2_tQP_3.ply,48.20411042,0
pen-container_gQP_3_tQP_1.ply,33.30402412,0
pen-container_gQP_3_tQP_2.ply,41.84397306,0
pen-container_gQP_3_tQP_3.ply,31.29669104,0
pen-container_gsigma_0_tsigma_16.ply,71.56783481,1
pen-container_gsigma_0_tsigma_32.ply,46.96382835,1
pen-container_gsigma_0_tsigma_08.ply,89.21398884,1
pen-container_gsigma_2_tsigma_16.ply,42.52148539,1
pen-container_gsigma_2_tsigma_32.ply,31.71810296,1
pen-container_gsigma_2_tsigma_08.ply,49.60595949,1
pen-container_gsigma_4_tsigma_16.ply,27.73032223,1
pen-container_gsigma_4_tsigma_32.ply,26.76427729,1
pen-container_gsigma_4_tsigma_08.ply,32.68372466,1
pen-container_level_7.ply,2.804935525,2
pen-container_level_8.ply,21.11616176,2
pen-container_level_9.ply,69.83589159,2
pen-container_pqs_1_qs_16.ply,89.99880847,3
pen-container_pqs_1_qs_32.ply,76.86578198,3
pen-container_pqs_1_qs_48.ply,65.20220124,3
pen-container_pqs_1_qs_64.ply,54.48224583,3
pen-container_tsl_4_tqs_128.ply,16.44390869,4
pen-container_tsl_4_tqs_256.ply,15.93659647,4
pen-container_tsl_4_tqs_512.ply,12.59679012,4
pen-container_tsl_4_tqs_064.ply,16.4123228,4
pen-container_tsl_6_tqs_128.ply,66.92772188,4
pen-container_tsl_6_tqs_256.ply,41.38784241,4
pen-container_tsl_6_tqs_512.ply,25.2678055,4
pen-container_tsl_6_tqs_064.ply,81.92204441,4
pen-container_tsl_8_tqs_128.ply,77.20825479,4
pen-container_tsl_8_tqs_256.ply,56.30186956,4
pen-container_tsl_8_tqs_512.ply,33.14918481,4
pen-container_tsl_8_tqs_064.ply,85.34021252,4
ping-pong-bat_gQP_1_tQP_1.ply,73.32501116,0
ping-pong-bat_gQP_1_tQP_2.ply,63.85195787,0
ping-pong-bat_gQP_1_tQP_3.ply,53.26474741,0
ping-pong-bat_gQP_2_tQP_1.ply,61.7305609,0
ping-pong-bat_gQP_2_tQP_2.ply,57.05151055,0
ping-pong-bat_gQP_2_tQP_3.ply,42.26146311,0
ping-pong-bat_gQP_3_tQP_1.ply,35.55000273,0
ping-pong-bat_gQP_3_tQP_2.ply,34.66209677,0
ping-pong-bat_gQP_3_tQP_3.ply,36.75484397,0
ping-pong-bat_gsigma_0_tsigma_16.ply,59.9268872,1
ping-pong-bat_gsigma_0_tsigma_32.ply,45.26451967,1
ping-pong-bat_gsigma_0_tsigma_08.ply,85.76939372,1
ping-pong-bat_gsigma_2_tsigma_16.ply,43.72573164,1
ping-pong-bat_gsigma_2_tsigma_32.ply,36.8020878,1
ping-pong-bat_gsigma_2_tsigma_08.ply,53.59356464,1
ping-pong-bat_gsigma_4_tsigma_16.ply,31.37290037,1
ping-pong-bat_gsigma_4_tsigma_32.ply,28.12785458,1
ping-pong-bat_gsigma_4_tsigma_08.ply,36.83180396,1
ping-pong-bat_level_7.ply,10.66904823,2
ping-pong-bat_level_8.ply,26.11003906,2
ping-pong-bat_level_9.ply,85.71748306,2
ping-pong-bat_pqs_1_qs_16.ply,91.84153463,3
ping-pong-bat_pqs_1_qs_32.ply,57.33546331,3
ping-pong-bat_pqs_1_qs_48.ply,41.32431727,3
ping-pong-bat_pqs_1_qs_64.ply,28.34999248,3
ping-pong-bat_tsl_4_tqs_128.ply,5.608914607,4
ping-pong-bat_tsl_4_tqs_256.ply,4.172555657,4
ping-pong-bat_tsl_4_tqs_512.ply,5.085960367,4
ping-pong-bat_tsl_4_tqs_064.ply,5.51761495,4
ping-pong-bat_tsl_6_tqs_128.ply,50.0484513,4
ping-pong-bat_tsl_6_tqs_256.ply,33.49455035,4
ping-pong-bat_tsl_6_tqs_512.ply,26.98407872,4
ping-pong-bat_tsl_6_tqs_064.ply,70.2438173,4
ping-pong-bat_tsl_8_tqs_128.ply,52.63107514,4
ping-pong-bat_tsl_8_tqs_256.ply,38.25323224,4
ping-pong-bat_tsl_8_tqs_512.ply,30.36277636,4
ping-pong-bat_tsl_8_tqs_064.ply,77.24077289,4
puer-tea_gQP_1_tQP_1.ply,77.91470095,0
puer-tea_gQP_1_tQP_2.ply,75.4444591,0
puer-tea_gQP_1_tQP_3.ply,51.29887452,0
puer-tea_gQP_2_tQP_1.ply,62.50545414,0
puer-tea_gQP_2_tQP_2.ply,63.42565477,0
puer-tea_gQP_2_tQP_3.ply,48.99328461,0
puer-tea_gQP_3_tQP_1.ply,49.25330318,0
puer-tea_gQP_3_tQP_2.ply,42.08416878,0
puer-tea_gQP_3_tQP_3.ply,37.31071354,0
puer-tea_gsigma_0_tsigma_16.ply,48.63259403,1
puer-tea_gsigma_0_tsigma_32.ply,34.7408577,1
puer-tea_gsigma_0_tsigma_08.ply,79.47669335,1
puer-tea_gsigma_2_tsigma_16.ply,32.5523098,1
puer-tea_gsigma_2_tsigma_32.ply,27.4135991,1
puer-tea_gsigma_2_tsigma_08.ply,43.47026556,1
puer-tea_gsigma_4_tsigma_16.ply,22.98694951,1
puer-tea_gsigma_4_tsigma_32.ply,17.4081868,1
puer-tea_gsigma_4_tsigma_08.ply,24.00198769,1
puer-tea_level_7.ply,3.153462529,2
puer-tea_level_8.ply,16.26033493,2
puer-tea_level_9.ply,77.84326641,2
puer-tea_pqs_1_qs_16.ply,88.77922488,3
puer-tea_pqs_1_qs_32.ply,57.83074034,3
puer-tea_pqs_1_qs_48.ply,53.83101443,3
puer-tea_pqs_1_qs_64.ply,48.01354497,3
puer-tea_tsl_4_tqs_128.ply,26.81991353,4
puer-tea_tsl_4_tqs_256.ply,12.19981534,4
puer-tea_tsl_4_tqs_512.ply,5.842224721,4
puer-tea_tsl_4_tqs_064.ply,22.63056663,4
puer-tea_tsl_6_tqs_128.ply,62.98621215,4
puer-tea_tsl_6_tqs_256.ply,28.55586178,4
puer-tea_tsl_6_tqs_512.ply,16.59954847,4
puer-tea_tsl_6_tqs_064.ply,86.88044877,4
puer-tea_tsl_8_tqs_128.ply,61.79745668,4
puer-tea_tsl_8_tqs_256.ply,36.11364107,4
puer-tea_tsl_8_tqs_512.ply,21.54590932,4
puer-tea_tsl_8_tqs_064.ply,79.84533052,4
pumpkin_gQP_1_tQP_1.ply,80.03200907,0
pumpkin_gQP_1_tQP_2.ply,63.62860455,0
pumpkin_gQP_1_tQP_3.ply,41.50382095,0
pumpkin_gQP_2_tQP_1.ply,57.30854338,0
pumpkin_gQP_2_tQP_2.ply,56.34774299,0
pumpkin_gQP_2_tQP_3.ply,41.51596423,0
pumpkin_gQP_3_tQP_1.ply,46.14227709,0
pumpkin_gQP_3_tQP_2.ply,37.54247859,0
pumpkin_gQP_3_tQP_3.ply,30.23205216,0
pumpkin_gsigma_0_tsigma_16.ply,73.8480628,1
pumpkin_gsigma_0_tsigma_32.ply,47.64524874,1
pumpkin_gsigma_0_tsigma_08.ply,88.71289491,1
pumpkin_gsigma_2_tsigma_16.ply,50.88715487,1
pumpkin_gsigma_2_tsigma_32.ply,36.13580208,1
pumpkin_gsigma_2_tsigma_08.ply,59.70275662,1
pumpkin_gsigma_4_tsigma_16.ply,37.90024828,1
pumpkin_gsigma_4_tsigma_32.ply,26.06866845,1
pumpkin_gsigma_4_tsigma_08.ply,37.62442881,1
pumpkin_level_7.ply,1.812600251,2
pumpkin_level_8.ply,20.6394442,2
pumpkin_level_9.ply,76.03000232,2
pumpkin_pqs_1_qs_16.ply,85.62141081,3
pumpkin_pqs_1_qs_32.ply,83.04295679,3
pumpkin_pqs_1_qs_48.ply,71.63365401,3
pumpkin_pqs_1_qs_64.ply,52.24143669,3
pumpkin_tsl_4_tqs_128.ply,78.67404727,4
pumpkin_tsl_4_tqs_256.ply,53.12513301,4
pumpkin_tsl_4_tqs_512.ply,28.67861771,4
pumpkin_tsl_4_tqs_064.ply,86.44648425,4
pumpkin_tsl_6_tqs_128.ply,62.2123483,4
pumpkin_tsl_6_tqs_256.ply,48.3776982,4
pumpkin_tsl_6_tqs_512.ply,25.68112045,4
pumpkin_tsl_6_tqs_064.ply,66.90624806,4
pumpkin_tsl_8_tqs_128.ply,78.97698177,4
pumpkin_tsl_8_tqs_256.ply,55.34363898,4
pumpkin_tsl_8_tqs_512.ply,29.76480834,4
pumpkin_tsl_8_tqs_064.ply,87.77156724,4
